r0    rhos0    gamma0 
7.352   0.909207   7.79173e-18
7.432   0.90891   5.56471e-18
7.512   0.908617   3.97462e-18
7.592   0.90833   2.83918e-18
7.672   0.908047   2.02831e-18
7.752   0.907769   1.44917e-18
7.832   0.907496   1.03549e-18
7.912   0.907227   7.39966e-19
7.992   0.906963   5.2795e-19
r3       rhos3       gamma3  
0   1   0.00042243 
0.024   0.998727   0.000360688
0.056   0.997496   0.000308041
0.088   0.996303   0.000263139
0.12   0.995147   0.000224834
0.152   0.994027   0.000192149
0.184   0.992942   0.000164253
0.216   0.99189   0.000140441
0.248   0.990869   0.00012011
0.28   0.989879   0.000102747
0.312   0.988918   8.79174e-05
0.344   0.987986   7.52481e-05
0.376   0.98708   6.44227e-05
0.408   0.9862   5.5171e-05
0.44   0.985345   4.72629e-05
0.472   0.984514   4.05021e-05
0.504   0.983706   3.47209e-05
0.536   0.98292   2.97766e-05
0.568   0.982154   2.55472e-05
0.6   0.981409   2.19287e-05
0.632   0.980683   1.88321e-05
0.664   0.979975   1.61817e-05
0.696   0.979285   1.39127e-05
0.728   0.978611   1.19696e-05
0.76   0.977953   1.03053e-05
0.792   0.977309   8.87932e-06
0.872   0.97576   6.14275e-06
0.952   0.974284   4.27727e-06
1.032   0.972869   3.00138e-06
1.112   0.9715   2.12474e-06
1.192   0.970163   1.51865e-06
1.272   0.968845   1.0961e-06
1.352   0.967533   7.98389e-07
1.432   0.966216   5.85979e-07
1.512   0.964884   4.32327e-07
1.592   0.963534   3.19676e-07
1.672   0.962163   2.36154e-07
1.752   0.960774   1.73786e-07
1.832   0.959375   1.27125e-07
1.912   0.957973   9.23317e-08
1.992   0.95658   6.6583e-08
2.072   0.955205   4.77155e-08
2.152   0.953854   3.40299e-08
2.232   0.952534   2.41889e-08
2.312   0.951246   1.71578e-08
2.392   0.949992   1.21553e-08
2.472   0.948773   8.60491e-09
2.552   0.947587   6.08888e-09
2.632   0.946434   4.30743e-09
2.712   0.945314   3.04682e-09
2.792   0.944226   2.15506e-09
2.872   0.943168   1.52436e-09
2.952   0.94214   1.07833e-09
3.032   0.941141   7.62907e-10
3.112   0.940169   5.39831e-10
3.192   0.939224   3.82049e-10
3.272   0.938304   2.70436e-10
3.352   0.93741   1.9147e-10
3.432   0.936539   1.3559e-10
3.512   0.935691   9.60402e-11
3.592   0.934866   6.80418e-11
3.672   0.934062   4.82167e-11
3.752   0.933279   3.41759e-11
3.832   0.932515   2.42293e-11
3.912   0.931771   1.71816e-11
3.992   0.931045   1.21866e-11
4.072   0.930337   8.64575e-12
4.152   0.929647   6.13506e-12
4.232   0.928973   4.35442e-12
4.312   0.928315   3.09127e-12
4.392   0.927673   2.19501e-12
4.472   0.927045   1.55894e-12
4.552   0.926433   1.10741e-12
4.632   0.925834   7.86829e-13
4.712   0.925249   5.59162e-13
4.792   0.924677   3.97448e-13
4.872   0.924118   2.82558e-13
4.952   0.923571   2.00917e-13
5.032   0.923036   1.42891e-13
5.112   0.922512   1.01642e-13
5.192   0.922   7.23135e-14
5.272   0.921499   5.14566e-14
5.352   0.921008   3.66217e-14
5.432   0.920528   2.6068e-14
5.512   0.920057   1.85588e-14
5.592   0.919596   1.32148e-14
5.672   0.919145   9.41111e-15
5.752   0.918702   6.7033e-15
5.832   0.918269   4.77533e-15
5.912   0.917843   3.40238e-15
5.992   0.917427   2.42452e-15
6.072   0.917018   1.72795e-15
6.152   0.916618   1.23168e-15
6.232   0.916225   8.7806e-16
6.312   0.915839   6.26052e-16
6.392   0.915461   4.46431e-16
6.472   0.91509   3.18387e-16
6.552   0.914725   2.27097e-16
6.632   0.914368   1.62003e-16
6.712   0.914017   1.15581e-16
6.792   0.913672   8.24719e-17
6.872   0.913334   5.8854e-17
6.952   0.913001   4.20046e-17
7.032   0.912675   2.99825e-17
7.112   0.912354   2.14036e-17
7.192   0.912039   1.52811e-17
7.272   0.91173   1.09112e-17
7.352   0.911426   7.79173e-18
7.432   0.911127   5.5647e-18
7.512   0.910833   3.97462e-18
7.592   0.910544   2.83918e-18
7.672   0.91026   2.02831e-18
7.752   0.909981   1.44917e-18
7.832   0.909706   1.03549e-18
7.912   0.909436   7.39966e-19
7.992   0.909171   5.27904e-19
r4       rhos4       gamma4  
0   1   0.00042243 
0.024   0.998728   0.00036066
0.056   0.997496   0.000307989
0.088   0.996303   0.000263067
0.12   0.995148   0.000224744
0.152   0.994029   0.000192044
0.184   0.992944   0.000164137
0.216   0.991892   0.000140314
0.248   0.990873   0.000119974
0.28   0.989884   0.000102604
0.312   0.988925   8.77682e-05
0.344   0.987994   7.5094e-05
0.376   0.98709   6.42647e-05
0.408   0.986212   5.50101e-05
0.44   0.98536   4.70998e-05
0.472   0.984532   4.03374e-05
0.504   0.983727   3.45554e-05
0.536   0.982945   2.96108e-05
0.568   0.982184   2.53816e-05
0.6   0.981444   2.17638e-05
0.632   0.980724   1.86684e-05
0.664   0.980022   1.60195e-05
0.696   0.979339   1.37524e-05
0.728   0.978673   1.18116e-05
0.76   0.978024   1.01499e-05
0.792   0.977391   8.7268e-06
0.872   0.975872   5.99876e-06
0.952   0.974436   4.14341e-06
1.032   0.97307   2.87898e-06
1.112   0.971762   2.01489e-06
1.192   0.970501   1.4221e-06
1.272   0.969273   1.01326e-06
1.352   0.968065   7.29251e-07
1.432   0.966866   5.30067e-07
1.512   0.965664   3.8872e-07
1.592   0.964449   2.87038e-07
1.672   0.963214   2.12837e-07
1.752   0.961955   1.57969e-07
1.832   0.960673   1.16982e-07
1.912   0.959371   8.61993e-08
1.992   0.958058   6.30836e-08
2.072   0.956743   4.58167e-08
2.152   0.955435   3.30344e-08
2.232   0.954144   2.36726e-08
2.312   0.952876   1.68862e-08
2.392   0.951635   1.20082e-08
2.472   0.950425   8.52282e-09
2.552   0.949245   6.04205e-09
2.632   0.948097   4.28035e-09
2.712   0.94698   3.03102e-09
2.792   0.945892   2.14579e-09
2.872   0.944835   1.51889e-09
2.952   0.943807   1.0751e-09
3.032   0.942807   7.60989e-10
3.112   0.941834   5.38689e-10
3.192   0.940887   3.81369e-10
3.272   0.939966   2.7003e-10
3.352   0.939069   1.91227e-10
3.432   0.938197   1.35445e-10
3.512   0.937347   9.59531e-11
3.592   0.936519   6.79895e-11
3.672   0.935713   4.81853e-11
3.752   0.934927   3.4157e-11
3.832   0.934162   2.4218e-11
3.912   0.933415   1.71748e-11
3.992   0.932687   1.21825e-11
4.072   0.931977   8.64327e-12
4.152   0.931284   6.13357e-12
4.232   0.930608   4.35352e-12
4.312   0.929948   3.09073e-12
4.392   0.929303   2.19469e-12
4.472   0.928674   1.55874e-12
4.552   0.928059   1.1073e-12
4.632   0.927458   7.86757e-13
4.712   0.926871   5.59119e-13
4.792   0.926297   3.97422e-13
4.872   0.925736   2.82542e-13
4.952   0.925187   2.00907e-13
5.032   0.924651   1.42885e-13
5.112   0.924125   1.01639e-13
5.192   0.923611   7.23114e-14
5.272   0.923108   5.14554e-14
5.352   0.922616   3.66209e-14
5.432   0.922134   2.60675e-14
5.512   0.921661   1.85585e-14
5.592   0.921199   1.32146e-14
5.672   0.920746   9.41101e-15
5.752   0.920302   6.70324e-15
5.832   0.919867   4.77529e-15
5.912   0.91944   3.40235e-15
5.992   0.919022   2.4245e-15
6.072   0.918612   1.72794e-15
6.152   0.91821   1.23167e-15
6.232   0.917816   8.78057e-16
6.312   0.917429   6.2605e-16
6.392   0.917049   4.4643e-16
6.472   0.916677   3.18386e-16
6.552   0.916311   2.27097e-16
6.632   0.915952   1.62003e-16
6.712   0.9156   1.15581e-16
6.792   0.915254   8.24718e-17
6.872   0.914915   5.88539e-17
6.952   0.914581   4.20045e-17
7.032   0.914254   2.99825e-17
7.112   0.913932   2.14036e-17
7.192   0.913616   1.52811e-17
7.272   0.913305   1.09112e-17
7.352   0.913   7.79173e-18
7.432   0.9127   5.5647e-18
7.512   0.912405   3.97462e-18
7.592   0.912115   2.83918e-18
7.672   0.91183   2.02831e-18
7.752   0.91155   1.44917e-18
7.832   0.911275   1.03549e-18
7.912   0.911004   7.39965e-19
7.992   0.910737   5.27871e-19
r5       rhos5       gamma5  
0   1   0.00042243 
0.024   0.998728   0.000360646
0.056   0.997496   0.000307964
0.088   0.996303   0.000263031
0.12   0.995148   0.0002247
0.152   0.994029   0.000191993
0.184   0.992945   0.000164079
0.216   0.991894   0.000140251
0.248   0.990875   0.000119907
0.28   0.989886   0.000102533
0.312   0.988928   8.76944e-05
0.344   0.987998   7.50177e-05
0.376   0.987095   6.41864e-05
0.408   0.986219   5.49302e-05
0.44   0.985368   4.70186e-05
0.472   0.984541   4.02553e-05
0.504   0.983738   3.44727e-05
0.536   0.982958   2.95277e-05
0.568   0.982199   2.52984e-05
0.6   0.981461   2.16807e-05
0.632   0.980744   1.85856e-05
0.664   0.980046   1.59372e-05
0.696   0.979366   1.36707e-05
0.728   0.978705   1.17307e-05
0.76   0.97806   1.007e-05
0.792   0.977432   8.64804e-06
0.872   0.975929   5.92336e-06
0.952   0.974513   4.07212e-06
1.032   0.973174   2.81248e-06
1.112   0.971901   1.95376e-06
1.192   0.970682   1.36685e-06
1.272   0.969506   9.64273e-07
1.352   0.968362   6.8675e-07
1.432   0.967237   4.94117e-07
1.512   0.96612   3.59182e-07
1.592   0.965   2.63569e-07
1.672   0.963866   1.94891e-07
1.752   0.962711   1.44831e-07
1.832   0.961531   1.07824e-07
1.912   0.960325   8.01511e-08
1.992   0.959095   5.93141e-08
2.072   0.957849   4.36023e-08
2.152   0.956595   3.18036e-08
2.232   0.955343   2.30179e-08
2.312   0.954102   1.65462e-08
2.392   0.95288   1.18311e-08
2.472   0.951682   8.42841e-09
2.552   0.950512   5.9901e-09
2.632   0.949369   4.25099e-09
2.712   0.948256   3.01413e-09
2.792   0.947171   2.13597e-09
2.872   0.946116   1.51315e-09
2.952   0.945088   1.07171e-09
3.032   0.944088   7.58989e-10
3.112   0.943115   5.37504e-10
3.192   0.942167   3.80664e-10
3.272   0.941245   2.6961e-10
3.352   0.940348   1.90976e-10
3.432   0.939474   1.35295e-10
3.512   0.938622   9.58634e-11
3.592   0.937793   6.79358e-11
3.672   0.936985   4.81531e-11
3.752   0.936198   3.41376e-11
3.832   0.935431   2.42063e-11
3.912   0.934682   1.71678e-11
3.992   0.933953   1.21783e-11
4.072   0.933241   8.64074e-12
4.152   0.932546   6.13204e-12
4.232   0.931869   4.3526e-12
4.312   0.931207   3.09017e-12
4.392   0.930561   2.19435e-12
4.472   0.92993   1.55854e-12
4.552   0.929313   1.10717e-12
4.632   0.928711   7.86683e-13
4.712   0.928122   5.59074e-13
4.792   0.927547   3.97395e-13
4.872   0.926984   2.82525e-13
4.952   0.926434   2.00897e-13
5.032   0.925896   1.42879e-13
5.112   0.925369   1.01635e-13
5.192   0.924854   7.23092e-14
5.272   0.924349   5.1454e-14
5.352   0.923856   3.66201e-14
5.432   0.923372   2.6067e-14
5.512   0.922899   1.85582e-14
5.592   0.922435   1.32144e-14
5.672   0.921981   9.4109e-15
5.752   0.921535   6.70317e-15
5.832   0.921099   4.77525e-15
5.912   0.920671   3.40233e-15
5.992   0.920252   2.42449e-15
6.072   0.919841   1.72793e-15
6.152   0.919438   1.23167e-15
6.232   0.919043   8.78054e-16
6.312   0.918655   6.26048e-16
6.392   0.918274   4.46429e-16
6.472   0.917901   3.18385e-16
6.552   0.917534   2.27096e-16
6.632   0.917174   1.62002e-16
6.712   0.916821   1.15581e-16
6.792   0.916475   8.24717e-17
6.872   0.916134   5.88539e-17
6.952   0.9158   4.20045e-17
7.032   0.915471   2.99824e-17
7.112   0.915149   2.14036e-17
7.192   0.914832   1.52811e-17
7.272   0.91452   1.09112e-17
7.352   0.914214   7.79172e-18
7.432   0.913913   5.5647e-18
7.512   0.913618   3.97462e-18
7.592   0.913327   2.83918e-18
7.672   0.913041   2.02831e-18
7.752   0.91276   1.44917e-18
7.832   0.912484   1.03549e-18
7.912   0.912213   7.39965e-19
7.992   0.911945   5.27845e-19
r6       rhos6       gamma6  
0   1   0.00042243 
0.024   0.998728   0.000360638
0.056   0.997496   0.000307949
0.088   0.996303   0.000263011
0.12   0.995148   0.000224675
0.152   0.99403   0.000191964
0.184   0.992945   0.000164047
0.216   0.991895   0.000140216
0.248   0.990876   0.000119869
0.28   0.989888   0.000102493
0.312   0.98893   8.76527e-05
0.344   0.988   7.49746e-05
0.376   0.987098   6.41421e-05
0.408   0.986222   5.48849e-05
0.44   0.985372   4.69726e-05
0.472   0.984546   4.02087e-05
0.504   0.983744   3.44256e-05
0.536   0.982965   2.94804e-05
0.568   0.982208   2.5251e-05
0.6   0.981471   2.16332e-05
0.632   0.980756   1.85381e-05
0.664   0.980059   1.58899e-05
0.696   0.979382   1.36237e-05
0.728   0.978723   1.16841e-05
0.76   0.978081   1.00238e-05
0.792   0.977456   8.6023e-06
0.872   0.975962   5.87917e-06
0.952   0.974558   4.02988e-06
1.032   0.973235   2.77256e-06
1.112   0.971982   1.91651e-06
1.192   0.970789   1.33256e-06
1.272   0.969647   9.33214e-07
1.352   0.968543   6.59124e-07
1.432   0.967467   4.70055e-07
1.512   0.966408   3.38728e-07
1.592   0.965355   2.46663e-07
1.672   0.964296   1.81362e-07
1.752   0.963222   1.34399e-07
1.832   0.962125   1.00113e-07
1.912   0.961002   7.47172e-08
1.992   0.959851   5.56823e-08
2.072   0.958674   4.131e-08
2.152   0.957478   3.044e-08
2.232   0.956272   2.22516e-08
2.312   0.955066   1.61354e-08
2.392   0.953868   1.16172e-08
2.472   0.952687   8.31735e-09
2.552   0.951527   5.93125e-09
2.632   0.950392   4.21881e-09
2.712   0.949283   2.99603e-09
2.792   0.948203   2.12559e-09
2.872   0.947149   1.50712e-09
2.952   0.946123   1.06819e-09
3.032   0.945124   7.56913e-10
3.112   0.944151   5.36277e-10
3.192   0.943204   3.79937e-10
3.272   0.942281   2.69178e-10
3.352   0.941383   1.90719e-10
3.432   0.940508   1.35141e-10
3.512   0.939656   9.57715e-11
3.592   0.938826   6.78808e-11
3.672   0.938017   4.81201e-11
3.752   0.937228   3.41179e-11
3.832   0.93646   2.41945e-11
3.912   0.93571   1.71606e-11
3.992   0.934979   1.2174e-11
4.072   0.934266   8.63815e-12
4.152   0.93357   6.13048e-12
4.232   0.932891   4.35166e-12
4.312   0.932228   3.08961e-12
4.392   0.93158   2.19401e-12
4.472   0.930948   1.55833e-12
4.552   0.93033   1.10705e-12
4.632   0.929727   7.86608e-13
4.712   0.929137   5.59029e-13
4.792   0.92856   3.97367e-13
4.872   0.927996   2.82509e-13
4.952   0.927445   2.00887e-13
5.032   0.926906   1.42873e-13
5.112   0.926378   1.01631e-13
5.192   0.925861   7.2307e-14
5.272   0.925356   5.14527e-14
5.352   0.924861   3.66193e-14
5.432   0.924377   2.60665e-14
5.512   0.923902   1.85579e-14
5.592   0.923437   1.32143e-14
5.672   0.922982   9.41079e-15
5.752   0.922536   6.70311e-15
5.832   0.922099   4.77521e-15
5.912   0.92167   3.4023e-15
5.992   0.92125   2.42447e-15
6.072   0.920838   1.72792e-15
6.152   0.920434   1.23166e-15
6.232   0.920038   8.78051e-16
6.312   0.919649   6.26046e-16
6.392   0.919267   4.46427e-16
6.472   0.918893   3.18385e-16
6.552   0.918526   2.27096e-16
6.632   0.918165   1.62002e-16
6.712   0.917811   1.15581e-16
6.792   0.917464   8.24716e-17
6.872   0.917123   5.88538e-17
6.952   0.916788   4.20045e-17
7.032   0.916459   2.99824e-17
7.112   0.916135   2.14036e-17
7.192   0.915818   1.52811e-17
7.272   0.915506   1.09112e-17
7.352   0.915199   7.79172e-18
7.432   0.914897   5.5647e-18
7.512   0.914601   3.97461e-18
7.592   0.91431   2.83918e-18
7.672   0.914024   2.02831e-18
7.752   0.913742   1.44916e-18
7.832   0.913465   1.03549e-18
7.912   0.913193   7.39965e-19
7.992   0.912925   5.27824e-19
r7       rhos7       gamma7  
0   1   0.00042243 
0.024   0.998728   0.000360633
0.056   0.997496   0.00030794
0.088   0.996303   0.000262999
0.12   0.995149   0.00022466
0.152   0.99403   0.000191946
0.184   0.992946   0.000164027
0.216   0.991895   0.000140194
0.248   0.990876   0.000119846
0.28   0.989889   0.000102469
0.312   0.988931   8.76269e-05
0.344   0.988001   7.49479e-05
0.376   0.987099   6.41146e-05
0.408   0.986224   5.48568e-05
0.44   0.985374   4.6944e-05
0.472   0.984549   4.01798e-05
0.504   0.983748   3.43964e-05
0.536   0.982969   2.9451e-05
0.568   0.982213   2.52214e-05
0.6   0.981477   2.16036e-05
0.632   0.980763   1.85085e-05
0.664   0.980068   1.58604e-05
0.696   0.979392   1.35942e-05
0.728   0.978734   1.16548e-05
0.76   0.978094   9.99467e-06
0.792   0.97747   8.57346e-06
0.872   0.975982   5.85114e-06
0.952   0.974587   4.00288e-06
1.032   0.973274   2.74682e-06
1.112   0.972034   1.89222e-06
