# Filename: 3Dvlt_macro_Tv_Op12_Cc0.80_lmax10_dl1e-05.dat
# Source: 3Dvlt_macro.c
# Source version: 10 (2012 Jul 29 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, A3=41.3417022403997549418, THETA=0.6
# Parameter values: OpA=1, OpB=2, N=3, Cc=0.8, K0c=0.36362286558404, lmax=10, lsteps=1000000, (dl=1e-05), lpts=1000001, a0=1, a03=1, a06=1
T/Tc	1-T/Tc	l	K	y	e	K/K0	Kr/K0
0.999937	6.30957e-05	10	25.9472	8.46699e-102	0	71.3528	0.00323941	7.41413e-128
0.999921	7.94328e-05	10	30.2875	5.33196e-120	0	83.287	0.00378122	4.66894e-146
0.9999	0.0001	10	35.3539	2.59251e-141	0	97.217	0.00441364	2.27013e-167
0.999874	0.000125893	10	41.2679	2.93344e-166	0	113.477	0.00515183	2.56867e-192
0.999842	0.000158489	10	48.1714	1.9044e-195	0	132.455	0.00601346	1.66759e-221
0.9998	0.000199526	10	56.2301	1.38313e-229	0	154.608	0.00701917	1.21114e-255
0.999749	0.000251189	10	65.6373	1.66592e-269	0	180.464	0.00819305	1.45877e-295
0.999684	0.000316228	10	76.6189	3.58114e-316	0	210.643	0.00956319	0
0.999602	0.000398107	10	89.4388	3.26083e-322	0	245.868	0.0111624	0
0.999499	0.000501187	10	104.405	2.81617e-322	0	286.98	0.0130289	0
0.999369	0.000630957	10	121.877	2.37152e-322	0	334.963	0.0152073	0
0.999206	0.000794328	10	142.277	2.02567e-322	0	390.964	0.0177497	0
0.999	0.001	10	166.094	1.72923e-322	0	456.319	0.0207169	0
0.998741	0.00125893	10	193.905	1.4822e-322	0	532.587	0.0241794	0
0.998415	0.00158489	10	226.382	1.28457e-322	0	621.586	0.0282199	0
0.998005	0.00199526	10	264.31	1.08694e-322	0	725.43	0.0329345	0
0.997488	0.00251189	10	308.613	9.38725e-323	0	846.586	0.0384349	0
0.996838	0.00316228	10	360.37	7.90505e-323	0	987.921	0.0448515	0
0.996019	0.00398107	10	420.849	6.91692e-323	0	1152.77	0.0523356	0
0.994988	0.00501187	10	491.538	5.92879e-323	0	1345	0.0610631	0
0.99369	0.00630957	10	574.19	4.94066e-323	0	1569.12	0.0712378	0
0.992057	0.00794328	10	670.872	3.95253e-323	0	1830.31	0.083096	0
