# Filename: 3Dvlt_macro_Tv_Op12_Cc1.05_lmax10_dl1e-05.dat
# Source: 3Dvlt_macro.c
# Source version: 10 (2012 Jul 29 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, A3=41.3417022403997549418, THETA=0.6
# Parameter values: OpA=1, OpB=2, N=3, Cc=1.05, K0c=0.30537942360817, lmax=10, lsteps=1000000, (dl=1e-05), lpts=1000001, a0=1, a03=1, a06=1
T/Tc	1-T/Tc	l	K	y	e	K/K0	Kr/K0
0.999921	7.94328e-05	10	28.7564	1.42703e-113	0	94.1585	0.00427479	1.24958e-139
0.9999	0.0001	10	33.5666	8.69918e-134	0	109.907	0.00498975	7.61744e-160
0.999874	0.000125893	10	39.1815	1.88486e-157	0	128.288	0.00582427	1.65048e-183
0.999842	0.000158489	10	45.7357	3.84253e-185	0	149.743	0.00679833	3.36472e-211
0.9998	0.000199526	10	53.3866	1.56167e-217	0	174.786	0.00793526	1.36748e-243
0.999749	0.000251189	10	62.3177	2.06718e-255	0	204.015	0.00926227	1.81013e-281
0.999684	0.000316228	10	72.7432	1.07465e-299	0	238.131	0.0108111	0
0.999602	0.000398107	10	84.9136	3.45846e-322	0	277.949	0.0126188	0
0.999499	0.000501187	10	99.121	2.96439e-322	0	324.42	0.0147287	0
0.999369	0.000630957	10	115.707	2.51973e-322	0	378.657	0.017191	0
0.999206	0.000794328	10	135.07	2.17389e-322	0	441.951	0.0200646	0
0.999	0.001	10	157.677	1.82804e-322	0	515.814	0.0234179	0
0.998741	0.00125893	10	184.071	1.58101e-322	0	602.003	0.0273309	0
0.998415	0.00158489	10	214.89	1.33398e-322	0	702.567	0.0318965	0
0.998005	0.00199526	10	250.878	1.13635e-322	0	819.89	0.037223	0
0.997488	0.00251189	10	292.907	9.88131e-323	0	956.748	0.0434363	0
0.996838	0.00316228	10	341.996	8.39912e-323	0	1116.36	0.0506828	0
0.996019	0.00398107	10	399.34	6.91692e-323	0	1302.48	0.0591325	0
0.994988	0.00501187	10	466.342	5.92879e-323	0	1519.44	0.0689823	0
0.99369	0.00630957	10	544.646	5.43472e-323	0	1772.25	0.0804601	0
0.992057	0.00794328	10	636.187	4.44659e-323	0	2066.72	0.093829	0
