# Filename: 3Dvlt_macro_Tv_Op12_Cc0.60_lmax10_dl1e-05.dat
# Source: 3Dvlt_macro.c
# Source version: 10 (2012 Jul 29 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, A3=41.3417022403997549418, THETA=0.6
# Parameter values: OpA=1, OpB=2, N=3, Cc=0.6, K0c=0.438731007206919, lmax=10, lsteps=1000000, (dl=1e-05), lpts=1000001, a0=1, a03=1, a06=1
T/Tc	1-T/Tc	l	K	y	e	K/K0	Kr/K0
0.9999	0.0001	10	36.9822	3.56138e-148	0	84.2851	0.00382654	3.11852e-174
0.999874	0.000125893	10	43.1687	2.73596e-174	0	98.3821	0.00446654	2.39575e-200
0.999842	0.000158489	10	50.3905	7.68377e-205	0	114.837	0.00521358	6.7283e-231
0.9998	0.000199526	10	58.8207	1.42592e-240	0	134.043	0.00608556	1.24861e-266
0.999749	0.000251189	10	68.6618	2.37211e-282	0	156.462	0.00710334	2.07714e-308
0.999684	0.000316228	10	80.1501	3.65609e-322	0	182.629	0.00829132	0
0.999602	0.000398107	10	93.5619	3.11261e-322	0	213.171	0.00967794	0
0.999499	0.000501187	10	109.219	2.66795e-322	0	248.819	0.0112964	0
0.999369	0.000630957	10	127.5	2.2727e-322	0	290.427	0.0131854	0
0.999206	0.000794328	10	148.844	1.97626e-322	0	338.99	0.0153901	0
0.999	0.001	10	173.765	1.67982e-322	0	395.668	0.0179633	0
0.998741	0.00125893	10	202.868	1.43279e-322	0	461.815	0.0209664	0
0.998415	0.00158489	10	236.857	1.23516e-322	0	539.012	0.0244711	0
0.998005	0.00199526	10	276.556	1.03754e-322	0	629.098	0.028561	0
0.997488	0.00251189	10	322.936	8.89318e-323	0	734.218	0.0333335	0
0.996838	0.00316228	10	377.13	7.41098e-323	0	856.873	0.038902	0
0.996019	0.00398107	10	440.473	6.42285e-323	0	999.973	0.0453987	0
0.994988	0.00501187	10	514.536	5.43472e-323	0	1166.9	0.0529774	0
0.99369	0.00630957	10	601.171	4.94066e-323	0	1361.6	0.0618167	0
0.992057	0.00794328	10	702.569	3.95253e-323	0	1588.65	0.0721244	0
