# Filename: 3Dvlt_macro_cp_Tv_Op42_Kth4.147_P07.328_DK05e-07_lmax100_dl1e-05.dat
# Source: 3Dvlt_macro_cp.c
# Source version: 10 (2012 Jul 31 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, R=8.31447
# Parameter values: OpA=4, OpB=2, A3=41.3417022403997549418, THETA=0.6, N=3, lmax=100, lsteps=10000000, (dl=1e-05), lpts=10000001, DK0=5e-07, a0factor=548.4207880890000, KstarA=4.14677, Kthresh=4.14677
# Parameter values: Tc0=2.17349425585161, Tc1=-0.00982499579394534, Tc2=-0.000118194448444384, Tc3=-4.36914591522034e-07, Tc4=7.39407378262721e-09
# Parameter values: rho00=145.145109496329, rho10=-0.09765396930591511, rho20=0.334163407001684, rho30=-0.446930785976304, rho40=0.181879478545246, rho01=1.74477604495583, rho11=-0.09195389931790519, rho21=0.179844560873926, rho31=-0.133606331352667, rho41=0.0410225514249919, rho02=-0.0491655379690169, rho12=0.00710698898070406, rho22=-0.008230542254959171, rho32=0.000609542602247143, rho42=0.00114916775392305, rho03=0.0013415037643754, rho13=-0.000362007479155809, rho23=0.000358809384119286, rho33=6.481839543575269e-05, rho43=-0.000104112551302631, rho04=-1.69907294147191e-05, rho14=5.53820368251513e-06, rho24=-3.15773411117433e-06, rho34=-4.99967306908062e-06, rho44=3.41331223468399e-06
# Parameter values: P=7.328, Cc=0.905544314751893, K0c=0.335708313222586, Tc=2.095
# Data-pt	l-Step	T/Tc	1-T/Tc	l	K	y	e	K/K0	Ks/K0	G	a/a0	ac'/a	cp
27	1005168	0.99999601892829448	3.9810717055349691e-06	10.051679999788634	4.1467972996957174	4.6343432100131507e-06	-0.057671589233959875	12.352332747413561	0.00053254930766090142	2.9761392468963162e-32	23194.721258146594	                1	220.61838568128741
28	989702	0.99999498812766374	5.011872336272725e-06	9.8970199997944892	4.1468076513809731	4.6343432078908368e-06	-0.057671257277913036	12.352350849771657	0.0006216249616472411	7.5276800897714995e-32	19871.066337232049	                1	216.42559307107001
29	974235	0.99999369042655517	6.3095734448019432e-06	9.7423499998003447	4.1467771500012667	4.6343431980619817e-06	-0.057670839382208475	12.352243963815223	0.0007255995671121893	1.9041235237516764e-31	17023.499632139898	                1	212.20107204155602
30	958769	0.99999205671765279	7.9432823472428217e-06	9.5876899998061997	4.1467888149254053	4.6343431904135732e-06	-0.057670313301603722	12.352258530641667	0.00084696509316863197	4.8161834954689071e-31	14584.141224085035	                1	208.1130665464253
31	943303	0.99999000000000005	1.0000000000000001e-05	9.4330299998120548	4.1468013976666009	4.6343431795600386e-06	-0.057669651034702556	12.352270606129379	0.00098863030916256523	1.2181785034766452e-30	12494.327244116725	                1	203.91284449788125
32	927836	0.99998741074588204	1.2589254117941661e-05	9.2783599998179103	4.1467737001185485	4.6343431580263104e-06	-0.057668817335514877	12.352156118878264	0.0011539904719676593	3.0813774112050438e-30	10703.863176458215	                1	199.71302871202403
33	912370	0.99998415106807537	1.5848931924611141e-05	9.1236999998237653	4.1467888947393075	4.6343431318176762e-06	-0.057667767840787698	12.352161114982547	0.0013470086458317611	7.7938635737671503e-30	9170.0681752901728	                1	195.56987027019304
34	896904	0.99998004737685031	1.995262314968883e-05	8.9690399998296204	4.1468059208210493	4.6343430942834948e-06	-0.057666446714092656	12.352161140602487	0.0015723106957095604	1.9713362289590559e-29	7856.0561689928209	                1	191.32431001687311
35	881437	0.99997488113568489	2.5118864315095822e-05	8.8143699998354759	4.1467838198846678	4.6343430320970709e-06	-0.057664783682498826	12.35203149299184	0.0018352960837868452	4.9864866726700478e-29	6730.2663598046593	                1	187.05524965330889
36	865971	0.99996837722339826	3.1622776601683795e-05	8.6597099998413309	4.1468060568208971	4.6343429485145888e-06	-0.057662690309936197	12.352017391210577	0.0021422671419724522	1.2612540163607478e-28	5765.8623190372464	                1	182.85284618554203
37	850504	0.99996018928294461	3.9810717055349695e-05	8.5050399998471864	 4.14679051335815	4.6343428185424822e-06	-0.057660055311758669	12.351869951772628	0.002500580097222082	3.1903366655844141e-28	4939.6018009958707	                1	178.68273848750823
38	835037	0.99994988127663731	5.0118723362727251e-05	8.3503699998530418	4.1467795692563518	4.6343426301710876e-06	-0.05765673866543234	12.351710025151968	0.002918821083396363	8.0699429135461674e-28	4231.746198975452	                1	174.36437249147363
39	819570	0.99993690426555193	6.3095734448019429e-05	8.1956999998588973	4.1467744150521471	4.6343423545796636e-06	-0.057652564210629059	12.351534376587091	0.0034070117092669448	2.0412885606950881e-27	3625.3278328898546	                1	170.03719158143653
40	804103	0.99992056717652755	7.9432823472428221e-05	8.0410299998647528	4.1467765474632534	4.6343419500871196e-06	-0.057647310355160269	12.351338927208939	0.0039768488182046324	5.1634304192311056e-27	3105.8105278402336	                1	165.77070895943248
41	788636	0.99990000000000001	           0.0001	7.8863599998706082	4.146787851134472	4.634341356419496e-06	-0.057640698407786836	12.351118542602702	0.0046419842194701296	1.30608739593643e-26	2660.741174172399	                1	161.4947721690759
42	773168	0.99987410745882055	0.00012589254117941688	7.731679999876464	4.1467692617438612	4.6343404815528004e-06	-0.057632377940883779	12.350743342106966	0.00541835102381344	3.3039402078210221e-26	2279.4284253319756	                1	157.1492103778163
43	757701	0.99984151068075389	0.00015848931924611142	7.5770099998823195	4.1468066321910202	4.6343392015634667e-06	-0.057621908440451161	12.350451997540496	0.0063245440211381811	8.3573006178733793e-26	1952.7814110016861	                1	152.79646856322771
44	742232	0.99980047376850312	0.00019952623149688788	7.4223199998881757	4.1467794108657658	4.6343373109695731e-06	-0.057608736322217795	12.349864022724271	0.007382263742855999	2.1142285229105014e-25	1672.9101604742236	                1	148.4523069276116
45	726763	0.99974881135684901	0.00025118864315095823	7.2676299998940319	4.1467751890572035	4.6343345376351418e-06	-0.05759216617461832	12.349213298972577	0.0086168332056839377	5.3485707886311149e-25	1433.1498596058052	                1	144.05504057329995
46	711294	0.99968377223398319	0.00031622776601683794	7.1129399998998881	4.1467999057073364	4.6343304647969329e-06	-0.057571324824926912	12.348483517262306	0.010057800901269493	1.3530799130415258e-24	1227.7518354637227	                1	139.72511683351635
47	695823	0.99960189282944645	0.00039810717055349773	6.9582299999057451	4.1467781604254768	4.6343244727627266e-06	-0.057545116507455189	12.347407362404979	0.011739642822300896	3.4234270749412521e-24	1051.7702752378086	                1	135.36438797559265
48	680352	0.99949881276637276	0.00050118723362727253	6.8035199999116021	4.1468022167371545	4.634315672656143e-06	-0.057512167035150129	12.346205706433176	0.013702579019163283	8.661606548918923e-24	901.0132829131511	                1	130.86402893200554
49	664879	0.99936904265551985	0.00063095734448019429	6.6487899999174598	4.1468010164286717	4.6343027340941407e-06	-0.057470754434049004	12.34459916136638	0.015993524660742376	2.1917325157735162e-23	771.84982192620566	                1	126.44899120274286
50	649404	0.99920567176527575	0.00079432823472428218	6.4940399999233183	4.1467894090296813	4.6342837150937066e-06	-0.057418722992167007	12.34254659154465	0.018667193877201768	5.546617209668299e-23	661.18917887377779	                1	121.9943236736088
51	633927	            0.999	            0.001	6.3392699999291775	4.146786060819057	4.6342557605992219e-06	-0.057353377105621606	12.339996096586164	0.021787381702082866	1.4038480945775734e-22	566.38270102030958	                1	117.60771635461961
52	618447	0.99874107458820582	0.0012589254117941688	6.1844699999350379	4.1467729962752822	4.6342146660307906e-06	-0.057271350691842624	12.336758892316551	0.025428449657722053	3.5537672477458606e-22	485.15576287090528	                1	113.0804271802879
53	602964	0.99841510680753887	0.0015848931924611141	6.0296399999408994	4.1467796935991093	4.6341542512547661e-06	-0.05716844731557448	12.332752355605175	0.029677043345729931	8.9977558888741401e-22	415.56539888194987	                1	108.58531919561574
54	587477	0.99800473768503106	0.0019952623149688828	5.8747699999467624	4.1468017522028298	4.6340654224381629e-06	-0.057039445599932334	12.327748917540291	0.034634074514135957	2.2786677204926718e-21	355.94278439600566	                1	104.12734803982923
55	571984	0.99748811356849043	0.002511886431509582	5.7198399999526277	4.1468028206634884	4.6339347897288055e-06	-0.056877864072960513	12.321370547000878	0.040416999519341197	5.7727163961765493e-21	304.85614205736863	                1	99.596348981642734
56	556484	0.99683772233983159	0.0031622776601683794	5.5648399999584957	4.1467998852774564	4.633742648978533e-06	-0.056675679493693704	12.31332793924075	0.0471624265098868	1.4630396027763199e-20	261.08342700856309	                1	95.170149609775436
57	540975	0.99601892829446503	0.0039810717055349778	5.409749999964367	4.1467834343927219	4.6334599739742778e-06	-0.056422993155991759	12.303165067749056	0.055029083197046878	3.7098638793269979e-20	223.57568676356399	                1	90.580272697144437
58	525456	0.99498812766372724	0.0050118723362727246	5.2545599999702421	4.1468041367713111	4.6330439943348953e-06	-0.056107641057979517	12.290493625931131	0.06420116562136477	9.4125641108449361e-20	191.43723493146544	                1	86.060445094162063
59	509922	0.99369042655519801	0.0063095734448019424	5.099219999976123	4.1467704505085319	4.6324316100923689e-06	-0.0557147466831691	12.274364189069727	0.074892080762131483	2.3901786809850374e-19	163.89402009078842	                1	81.46686457553686
60	494372	0.99205671765275716	0.0079432823472428207	4.9437199999820098	4.1467861194395921	4.6315297042658174e-06	-0.055226220236054918	12.254230426911217	0.087348555309915976	6.0749478951042845e-19	140.29116318447106	                1	76.906374300039815
