# Filename: 3Dvlt_macro_cp_Tv_Op42_Kth4.147_P15.031_DK05e-07_lmax100_dl1e-05.dat
# Source: 3Dvlt_macro_cp.c
# Source version: 10 (2012 Jul 31 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, R=8.31447
# Parameter values: OpA=4, OpB=2, A3=41.3417022403997549418, THETA=0.6, N=3, lmax=100, lsteps=10000000, (dl=1e-05), lpts=10000001, DK0=5e-07, a0factor=548.4207880890000, KstarA=4.14677, Kthresh=4.14677
# Parameter values: Tc0=2.17349425585161, Tc1=-0.00982499579394534, Tc2=-0.000118194448444384, Tc3=-4.36914591522034e-07, Tc4=7.39407378262721e-09
# Parameter values: rho00=145.145109496329, rho10=-0.09765396930591511, rho20=0.334163407001684, rho30=-0.446930785976304, rho40=0.181879478545246, rho01=1.74477604495583, rho11=-0.09195389931790519, rho21=0.179844560873926, rho31=-0.133606331352667, rho41=0.0410225514249919, rho02=-0.0491655379690169, rho12=0.00710698898070406, rho22=-0.008230542254959171, rho32=0.000609542602247143, rho42=0.00114916775392305, rho03=0.0013415037643754, rho13=-0.000362007479155809, rho23=0.000358809384119286, rho33=6.481839543575269e-05, rho43=-0.000104112551302631, rho04=-1.69907294147191e-05, rho14=5.53820368251513e-06, rho24=-3.15773411117433e-06, rho34=-4.99967306908062e-06, rho44=3.41331223468399e-06
# Parameter values: P=15.031, Cc=0.730442365916635, K0c=0.385722578013619, Tc=1.998
# Data-pt	l-Step	T/Tc	1-T/Tc	l	K	y	e	K/K0	Ks/K0	G	a/a0	ac'/a	cp
11	1248843	0.99999990000000005	9.9999999999999995e-08	12.488429999696384	4.1467872002690047	4.6343432172034194e-06	-0.065121822101859642	10.75069757893165	4.0530355091346782e-05	1.3306099763061661e-38	265250.51543964684	                1	138741.48211409716
12	1233377	0.99999987410745883	1.2589254117941662e-07	12.333769999702239	4.1467953238125919	4.6343432182145269e-06	-0.065121813063760359	10.750718361152249	4.7309595276661877e-05	3.3655704258829024e-38	227241.81634366352	                1	79985.848332316047
13	1217911	0.99999984151068078	1.5848931924611141e-07	12.179109999708094	4.1468035998889352	4.6343432195828654e-06	-0.065121801685480096	10.750739466742974	5.5222755081006124e-05	8.5126855308083538e-38	194679.52026248493	                1	44997.731894590841
14	1202444	0.99999980047376846	1.9952623149688787e-07	12.02443999971395	4.146770416703057	4.6343432161631266e-06	-0.065121787361089353	10.750652996950501	6.4459495827710433e-05	2.1532802402102619e-37	166781.52472190009	                1	24520.451488512637
15	1186978	0.99999974881135689	2.5118864315095823e-07	11.869779999719805	4.1467786151985919	4.6343432164941335e-06	-0.065121769327774692	10.750673696442236	7.5241202033169037e-05	5.4463865618565542e-37	142882.80099117704	                1	12821.00546892171
16	1171512	0.99999968377223403	3.1622776601683792e-07	11.71511999972566	4.1467868857226531	4.634343217168204e-06	-0.065121746625219121	10.750694438859345	8.7826292050296513e-05	1.3775785440947061e-36	122408.61122433153	                1	6359.3071509328356
17	1156046	0.99999960189282944	3.9810717055349692e-07	11.560459999731515	4.1467952272390782	4.6343432181962615e-06	-0.065121718044465773	10.750715184278771	0.00010251640549321643	3.4843700933489238e-36	104868.24164928561	                1	2952.6701171488357
18	1140580	0.9999994988127664	5.011872336272725e-07	11.40579999973737	4.1468036326780249	4.6343432195817363e-06	-0.06512168206352506	10.750735867493278	0.00011966363476192318	8.8131707628614698e-36	89841.294632930105	                1	1291.4910026031648
19	1125113	0.99999936904265552	6.3095734448019296e-07	11.251129999743226	4.1467706217101288	4.634343216156856e-06	-0.065121636766371935	10.750648890271442	0.00013967896368544011	2.2292878538232068e-35	76966.843156727045	                1	571.97967673172229
20	1109647	0.99999920567176526	7.943282347242822e-07	11.096469999749081	4.1467791666727658	4.6343432165129139e-06	-0.065121579740885754	10.750669287040234	0.00016304211963746843	5.6386359670735628e-35	65937.987747858249	                1	308.79499814631293
21	1094181	0.99999899999999997	9.9999999999999995e-07	10.941809999754936	4.1467878323744811	4.6343432172459159e-06	-0.065121507950449131	10.750689542057968	0.00019031307022828765	1.426205033021415e-34	56489.496644461222	                1	240.67970165506119
22	1078715	0.99999874107458819	1.2589254117941661e-06	10.787149999760791	4.1467966224916228	4.6343432183700082e-06	-0.065121417572261364	10.750709547102444	0.00022214544277248839	3.6073632138429076e-34	48394.913768781873	                1	232.44422305330269
23	1063249	0.99999841510680754	1.5848931924611141e-06	10.632489999766646	4.1468055975069253	4.634343219909882e-06	-0.065121303793816282	10.750729310734185	0.00025930219389068952	9.1242626806514226e-34	41460.23274784255	                1	228.19367611534614
24	1047782	0.99999800473768508	1.9952623149688829e-06	10.477819999772501	4.1467733489030705	4.6343432161620525e-06	-0.065121160556738861	10.750641293432581	0.00030267389329975198	2.3079784239930723e-33	35518.891887995516	                1	224.05706675550761
25	1032316	0.99999748811356848	2.5118864315095823e-06	10.323159999778357	4.1467828127123187	4.6343432166765226e-06	-0.065120980234259981	10.75066027459359	0.00035330006267568389	5.8376714926622484e-33	30429.262291023966	                1	220.06874274561898
26	1016850	0.99999683772233983	3.1622776601683792e-06	10.168499999784212	4.1467926324591655	4.6343432176678688e-06	-0.065120753225311745	10.750678740416001	0.00041239410159266685	1.4765479653309988e-32	26068.944000161147	                1	216.04509285859194
27	1001384	0.99999601892829448	3.9810717055349691e-06	10.013839999790067	4.146802893074204	4.6343432191932785e-06	-0.065120467443581881	10.750696538713189	0.00048137235861243525	3.7346978104451193e-32	22333.43137878185	                1	212.0355442899851
28	985917	0.99999498812766374	5.011872336272725e-06	9.8591699997959221	4.1467722717995965	4.6343432158273847e-06	-0.06512010767438968	10.750606070459153	0.00056188808317249436	9.4469024720544455e-32	19133.002447319777	                1	207.87039203450232
29	970451	0.99999369042655517	6.3095734448019432e-06	9.7045099998017772	4.1467837856113352	4.634343216317223e-06	-0.065119654765290774	10.750621969108771	0.00065587102976919669	2.389446655197379e-31	16391.365803871457	                1	204.12646094415948
30	954985	0.99999205671765279	7.9432823472428217e-06	9.5498499998076323	4.1467961770252248	4.6343432175154791e-06	-0.065119084607431099	10.750636530553171	0.00076557372734264854	6.0437326793583911e-31	14042.588122595669	                1	200.2101898529325
31	939518	0.99999000000000005	1.0000000000000001e-05	9.3951799998134877	4.1467682422917296	4.6343432149195484e-06	-0.065118366853616313	10.750541998251652	0.00089362545200322586	1.5287596506167463e-30	12030.254928563567	                1	196.29197115515564
32	924052	0.99998741074588204	1.2589254117941661e-05	9.2405199998193428	4.1467831337886345	4.6343432150408088e-06	-0.065117463305298939	 10.7505527683567	0.0010430952059515281	3.8667591247842867e-30	10306.396489043274	                1	192.42057099207759
33	908586	0.99998415106807537	1.5848931924611141e-05	9.0858599998251979	4.1467997816354165	4.6343432162906999e-06	-0.065116325883050025	10.750560884049582	0.0012175652982913982	9.7803641839394793e-30	8829.5559171535006	                1	188.24535207587576
34	893119	0.99998004737685031	1.995262314968883e-05	8.9311899998310533	4.1467772025108562	4.6343432125649391e-06	-0.065114894073446075	10.750458230323353	0.0014212171592860297	2.4739390244980501e-29	7564.2614923985393	                1	184.2984272073559
35	877653	0.99997488113568489	2.5118864315095822e-05	8.7765299998369084	4.1467988407981391	4.6343432130977143e-06	-0.065113091717720797	10.750458786403497	0.0016589314837276165	6.2574429499941079e-29	6480.3512935008212	                1	180.25127948898455
36	862186	0.99996837722339826	3.1622776601683795e-05	8.6218599998427639	4.1467825441021988	4.6343432084608891e-06	-0.06511082297322196	10.750346616157341	0.0019364052233943631	1.5828175733924064e-28	5551.7029629329581	                1	176.16692797555777
37	846719	0.99996018928294461	3.9810717055349695e-05	8.4671899998486193	4.146770655809541	4.634343203949213e-06	-0.065107967235990105	10.750227770565884	0.0022602879607813071	4.0037304226798842e-28	4756.1319429626501	                1	172.07287943840126
38	831253	0.99994988127663731	5.0118723362727251e-05	8.3125299998544744	4.1468057511525993	4.6343432020361061e-06	-0.0651043727588069	10.750207934148763	0.0026383411733131921	1.0126811714341246e-27	4074.6087135686093	                1	168.35553301311435
39	815786	0.99993690426555193	6.3095734448019429e-05	8.1578599998603298	4.1468063978872083	4.634343193726668e-06	-0.065099848632584681	10.750070098166558	0.0030796241318775388	2.5615727796939738e-27	3490.708488380566	                1	164.01551668031453
40	800318	0.99992056717652755	7.9432823472428221e-05	8.0031799998661857	4.1467744044759005	4.6343431774829308e-06	-0.065094154715328076	10.749811524722963	0.0035947106493006307	6.4798763822764597e-27	2990.4525213494981	                1	160.14110684501063
41	784851	0.99990000000000001	           0.0001	7.8485099998720411	4.1467949183403112	4.6343431611193342e-06	-0.065086988990152056	10.749643591519503	0.0041959420466028807	1.6390820127787787e-26	2561.9142190542484	                1	155.96212500382629
42	769383	0.99987410745882055	0.00012589254117941688	7.693829999877897	4.146787936852518	4.6343431334323607e-06	-0.065077971705426924	10.74934713060801	0.0048977224933884397	4.1462998362523528e-26	2194.7644328805536	                1	151.8283193823284
43	753915	0.99984151068075389	0.00015848931924611142	7.5391499998837528	4.1467985049768528	4.6343430954173263e-06	-0.065066625492999311	10.74902408631719	0.0057168631057932465	1.0488677296047599e-25	1880.2311490412544	                1	147.82624225282279
44	738446	0.99980047376850312	0.00019952623149688788	7.384459999889609	4.146789733071353	4.6343430362000273e-06	-0.065052350466751369	10.748560172686398	0.0066729836735231309	2.653424889692386e-25	1610.7577507396309	                1	143.62568257805435
45	722976	0.99974881135684901	0.00025118864315095823	7.2297599998954656	4.1467673433616543	4.6343429495090639e-06	-0.065034393067644733	10.747946733760656	0.0077889807765285776	6.7130352638869014e-25	1379.8912902890538	                1	139.43971524913354
46	707506	0.99968377223398319	0.00031622776601683794	7.0750599999013222	4.1467799759213735	4.6343428243811455e-06	-0.065011807135334276	10.747280261118293	0.009091573565095365	1.698365092431482e-24	1182.1144254257113	                1	135.34806629424409
47	692035	0.99960189282944645	0.00039810717055349773	6.9203499999071791	4.1467952684538245	4.6343426411077721e-06	-0.06498340534241881	10.746439632518177	0.010611939995042804	4.2970383879060062e-24	1012.6743684508396	                1	131.28264763410482
48	676562	0.99949881276637276	0.00050118723362727253	6.7656199999130369	4.146783210080252	4.6343423673810859e-06	-0.064947698718512401	10.745300201556788	0.012386457608955497	1.0873253640583973e-23	867.50389342856658	                1	127.05981050511923
49	661088	0.99936904265551985	0.00063095734448019429	6.610879999918895	4.1467996219222147	4.6343419680243992e-06	-0.064902821512480391	10.743947605002155	0.014457565789681472	2.7515401242766881e-23	743.13669128659501	                1	122.78908990533469
50	645611	0.99920567176527575	0.00079432823472428218	6.4561099999247542	4.1467797520580998	4.6343413736271939e-06	-0.064846438089704223	10.742139776094632	0.016874769587087089	6.9641855923966404e-23	636.57993791599574	                1	118.6758867486004
51	630132	            0.999	            0.001	6.3013199999306142	4.1467878549710999	4.6343405001731096e-06	-0.064775627943453637	10.739949650989487	0.019695805221100544	1.7628562982432186e-22	545.29121964932642	                1	114.45961553111559
52	614649	0.99874107458820582	0.0012589254117941688	6.1464899999364757	4.1467698060554294	4.6343392068851257e-06	-0.064686744230300477	10.737119287903081	0.022987994684598084	4.463419209446707e-22	467.07507267247325	                1	110.2624277228865
53	599163	0.99841510680753887	0.0015848931924611141	5.9916299999423384	4.1468032553460805	4.634337297344661e-06	-0.064575240554937421	10.733701502301036	0.02682981431967963	1.1303073717484571e-21	400.0661866089726	                1	106.10162591273667
54	583670	0.99800473768503106	0.0019952623149688828	5.8366999999482037	4.1467680985324451	4.6343344568392109e-06	-0.064435460091656779	10.729198766970832	0.031312712356246809	2.863569699354316e-21	342.64673864416545	                1	101.75690681798476
55	568172	0.99748811356849043	0.002511886431509582	5.6817199999540708	4.1468047258850103	4.6343302429178721e-06	-0.064260380643520618	10.723739441599131	0.036543202922587281	7.256866207967298e-21	293.45373650788582	                1	97.467674043851289
56	552664	0.99683772233983159	0.0031622776601683794	5.5266399999599418	4.1467784864592625	4.6343239518640253e-06	-0.064041309072437533	10.716679440382457	0.042645281424432101	1.8401399588740526e-20	251.2981291815961	                1	93.167857697694416
57	537146	0.99601892829446503	0.0039810717055349778	5.3714599999658166	4.1467808568516782	4.6343145447923604e-06	-0.063767518938987466	10.707882971703008	0.049763186092036456	4.6688818171448938e-20	215.17679659616041	                1	88.974058401205994
58	521615	0.99498812766372724	0.0050118723362727246	5.2161499999716963	4.1468029723276185	4.6343004119662272e-06	-0.06342582654676282	10.696858209531513	0.058064551704325652	1.1855318124483684e-19	184.22355629303215	                1	84.635637329309546
59	506066	0.99369042655519801	0.0063095734448019424	5.0606599999775828	4.1467834303236391	4.634279055507901e-06	-0.063000103442474309	10.68285661920687	0.067743976664088906	3.0135743091734962e-19	157.69456039137211	                1	80.246618362494303
60	490496	0.99205671765275716	0.0079432823472428207	4.9049599999834772	4.1467821444922031	4.6342465889029079e-06	-0.062470728557076929	10.665289815989848	0.079027018873206262	7.6700247833975374e-19	134.95751159614935	                1	75.911645926170323
