T/Tc	1-T/Tc	l	K	y	F	Kr	Kr/K0
0.999996	3.98107e-06	10.2644	5.00023	6.75065e-06	-0.0532373	0.000174268	0.000563704
0.999995	5.01187e-06	10.1097	5.00004	6.74956e-06	-0.053237	0.000203417	0.00065799
0.999994	6.30957e-06	9.9551	5.00035	6.75138e-06	-0.0532366	0.000237441	0.000768047
0.999992	7.94328e-06	9.8004	5.00017	6.75029e-06	-0.0532361	0.000277156	0.000896513
0.99999	1e-05	9.6458	5.00048	6.75212e-06	-0.0532355	0.000323515	0.00104647
0.999987	1.25893e-05	9.4911	5.0003	6.75105e-06	-0.0532347	0.000377627	0.0012215
0.999984	1.58489e-05	9.3364	5.00012	6.74998e-06	-0.0532337	0.000440791	0.00142581
0.99998	1.99526e-05	9.1818	5.00043	6.75184e-06	-0.0532324	0.00051452	0.00166429
0.999975	2.51189e-05	9.0271	5.00026	6.7508e-06	-0.0532308	0.000600582	0.00194266
0.999968	3.16228e-05	8.8724	5.00008	6.74978e-06	-0.0532289	0.00070104	0.00226759
0.99996	3.98107e-05	8.7178	5.00041	6.75169e-06	-0.0532264	0.000818301	0.00264686
0.99995	5.01187e-05	8.5631	5.00024	6.75072e-06	-0.0532232	0.000955177	0.00308956
0.999937	6.30957e-05	8.4084	5.00008	6.74979e-06	-0.0532193	0.00111495	0.00360631
0.999921	7.94328e-05	8.2538	5.00043	6.7518e-06	-0.0532143	0.00130145	0.00420947
0.9999	0.0001	8.0991	5.00029	6.75097e-06	-0.053208	0.00151915	0.00491351
0.999874	0.000125893	7.9444	5.00015	6.7502e-06	-0.0532002	0.00177327	0.00573528
0.999842	0.000158489	7.7897	5.00004	6.74952e-06	-0.0531902	0.0020699	0.00669446
0.9998	0.000199526	7.6351	5.00044	6.75186e-06	-0.0531778	0.00241616	0.00781402
0.999749	0.000251189	7.4804	5.00037	6.75143e-06	-0.0531621	0.00282037	0.00912077
0.999684	0.000316228	7.3257	5.00032	6.75117e-06	-0.0531423	0.00329221	0.010646
0.999602	0.000398107	7.171	5.00032	6.75113e-06	-0.0531175	0.00384301	0.0124261
0.999499	0.000501187	7.0163	5.00036	6.75136e-06	-0.0530863	0.00448602	0.0145037
0.999369	0.000630957	6.8616	5.00047	6.75193e-06	-0.0530471	0.00523667	0.0169284
0.999206	0.000794328	6.7068	5.00014	6.75001e-06	-0.0529978	0.00611303	0.0197581
0.999	0.001	6.5521	5.00042	6.75153e-06	-0.052936	0.00713617	0.0230603
0.998741	0.00125893	6.3973	5.00031	6.75081e-06	-0.0528583	0.00833076	0.0269137
0.998415	0.00158489	6.2425	5.00035	6.75091e-06	-0.0527608	0.00972562	0.0314097
0.998005	0.00199526	6.0876	5.00008	6.74912e-06	-0.0526387	0.0113544	0.036655
0.997488	0.00251189	5.9327	5.00004	6.74861e-06	-0.0524856	0.0132567	0.0427738
0.996838	0.00316228	5.7778	5.0003	6.74966e-06	-0.0522942	0.0154785	0.0499102
0.996019	0.00398107	5.6228	5.00043	6.74973e-06	-0.0520549	0.0180741	0.0582316
0.994988	0.00501187	5.4676	5.00002	6.74637e-06	-0.0517562	0.0211068	0.0679323
0.99369	0.00630957	5.3124	5.00019	6.74592e-06	-0.0513842	0.0246513	0.0792367
0.992057	0.00794328	5.157	5.00008	6.74317e-06	-0.0509215	0.0287952	0.0924043
