T/Tc	1-T/Tc	l	K	y	F	Kr	Kr/K0
0.99995	5.01187e-05	8.493	5.00005	6.74959e-06	-0.0665812	0.0010245	0.00258329
0.999937	6.30957e-05	8.3384	5.0004	6.75164e-06	-0.0665766	0.00119587	0.00301536
0.999921	7.94328e-05	8.1837	5.00026	6.75084e-06	-0.0665708	0.00139591	0.0035197
0.9999	0.0001	8.029	5.00014	6.75013e-06	-0.0665635	0.00162942	0.00410839
0.999874	0.000125893	7.8743	5.00003	6.74951e-06	-0.0665544	0.00190199	0.00479553
0.999842	0.000158489	7.7197	5.00045	6.75193e-06	-0.0665429	0.00222017	0.00559758
0.9998	0.000199526	7.565	5.00039	6.7516e-06	-0.0665284	0.00259159	0.00653376
0.999749	0.000251189	7.4103	5.00037	6.75148e-06	-0.0665102	0.00302517	0.00762648
0.999684	0.000316228	7.2556	5.00039	6.75161e-06	-0.0664872	0.00353132	0.00890191
0.999602	0.000398107	7.1009	5.00047	6.75206e-06	-0.0664584	0.0041222	0.0103906
0.999499	0.000501187	6.9461	5.00012	6.75e-06	-0.0664222	0.00481202	0.0121281
0.999369	0.000630957	6.7914	5.00035	6.75136e-06	-0.0663767	0.00561737	0.0141561
0.999206	0.000794328	6.6366	5.00019	6.75045e-06	-0.0663195	0.00655765	0.0165229
0.999	0.001	6.4818	5.00017	6.75034e-06	-0.0662476	0.00765553	0.0192852
0.998741	0.00125893	6.327	5.00033	6.75126e-06	-0.0661574	0.00893753	0.0225089
0.998415	0.00158489	6.1721	5.0002	6.75054e-06	-0.0660443	0.0104347	0.0262708
0.998005	0.00199526	6.0172	5.00035	6.75144e-06	-0.0659025	0.0121833	0.0306606
0.997488	0.00251189	5.8622	5.00035	6.75146e-06	-0.0657249	0.0142259	0.0357825
0.996838	0.00316228	5.7071	5.00029	6.75114e-06	-0.0655026	0.0166124	0.0417581
0.996019	0.00398107	5.5519	5.00028	6.75115e-06	-0.0652248	0.0194015	0.0487288
0.994988	0.00501187	5.3966	5.00047	6.75234e-06	-0.0648782	0.022662	0.0568589
0.99369	0.00630957	5.241	5.00004	6.74997e-06	-0.0644463	0.026475	0.0663393
0.992057	0.00794328	5.0853	5.00022	6.75122e-06	-0.0639092	0.0309365	0.0773912
