T/Tc	1-T/Tc	l	K	y	F	Kr	Kr/K0
0.999996	3.98107e-06	10.2564	5.00035	6.75133e-06	-0.0545978	0.000175672	0.000554053
0.999995	5.01187e-06	10.1017	5.00016	6.75024e-06	-0.0545974	0.000205055	0.000646725
0.999994	6.30957e-06	9.9471	5.00047	6.75206e-06	-0.054597	0.000239354	0.000754898
0.999992	7.94328e-06	9.7924	5.00029	6.75098e-06	-0.0545965	0.000279389	0.000881164
0.99999	1e-05	9.6377	5.0001	6.7499e-06	-0.0545959	0.000326121	0.00102855
0.999987	1.25893e-05	9.4831	5.00042	6.75173e-06	-0.0545951	0.00038067	0.00120059
0.999984	1.58489e-05	9.3284	5.00023	6.75067e-06	-0.0545941	0.000444342	0.0014014
0.99998	1.99526e-05	9.1737	5.00005	6.74962e-06	-0.0545928	0.000518666	0.0016358
0.999975	2.51189e-05	9.0191	5.00038	6.7515e-06	-0.0545912	0.000605421	0.0019094
0.999968	3.16228e-05	8.8644	5.0002	6.75048e-06	-0.0545892	0.000706688	0.00222876
0.99996	3.98107e-05	8.7097	5.00003	6.74949e-06	-0.0545867	0.000824894	0.00260154
0.99995	5.01187e-05	8.5551	5.00036	6.75143e-06	-0.0545835	0.000962873	0.00303667
0.999937	6.30957e-05	8.4004	5.00021	6.75051e-06	-0.0545794	0.00112393	0.00354457
0.999921	7.94328e-05	8.2457	5.00005	6.74963e-06	-0.0545744	0.00131194	0.00413741
0.9999	0.0001	8.0911	5.00041	6.75171e-06	-0.054568	0.00153139	0.0048294
0.999874	0.000125893	7.9364	5.00028	6.75096e-06	-0.05456	0.00178756	0.0056371
0.999842	0.000158489	7.7817	5.00017	6.7503e-06	-0.0545499	0.00208658	0.00657987
0.9998	0.000199526	7.627	5.00008	6.74976e-06	-0.0545372	0.00243564	0.00768027
0.999749	0.000251189	7.4723	5.00001	6.74936e-06	-0.0545212	0.0028431	0.00896466
0.999684	0.000316228	7.3177	5.00048	6.75205e-06	-0.0545012	0.00331875	0.0104638
0.999602	0.000398107	7.163	5.00048	6.75206e-06	-0.0544759	0.00387401	0.0122134
0.999499	0.000501187	7.0082	5.00003	6.74945e-06	-0.0544442	0.00452221	0.0142555
0.999369	0.000630957	6.8535	5.00015	6.75011e-06	-0.0544043	0.00527893	0.0166388
0.999206	0.000794328	6.6988	5.00035	6.75121e-06	-0.0543541	0.00616238	0.0194202
0.999	0.001	6.544	5.00014	6.74997e-06	-0.0542912	0.00719382	0.022666
0.998741	0.00125893	6.3892	5.00006	6.74942e-06	-0.0542121	0.00839811	0.0264536
0.998415	0.00158489	6.2344	5.00014	6.74975e-06	-0.054113	0.00980431	0.030873
0.998005	0.00199526	6.0796	5.00042	6.75116e-06	-0.0539887	0.0114464	0.036029
0.997488	0.00251189	5.9247	5.00044	6.75102e-06	-0.053833	0.0133642	0.0420438
0.996838	0.00316228	5.7697	5.00027	6.74965e-06	-0.0536382	0.0156043	0.0490591
0.996019	0.00398107	5.6147	5.00049	6.75036e-06	-0.0533947	0.0182213	0.0572398
0.994988	0.00501187	5.4595	5.00021	6.74781e-06	-0.0530909	0.0212793	0.0667768
0.99369	0.00630957	5.3042	5.00003	6.74551e-06	-0.0527123	0.0248535	0.0778914
0.992057	0.00794328	5.1488	5.00012	6.74416e-06	-0.0522416	0.0290325	0.0908389
