T/Tc	1-T/Tc	l	K	y	F	Kr	Kr/K0
0.999684	0.000316228	7.2327	5.00032	6.75116e-06	-0.0717793	0.00361306	0.00823266
0.999602	0.000398107	7.078	5.00042	6.75178e-06	-0.071749	0.00421765	0.00960946
0.999499	0.000501187	6.9232	5.0001	6.74995e-06	-0.071711	0.00492347	0.0112164
0.999369	0.000630957	6.7685	5.00038	6.75159e-06	-0.0716632	0.00574753	0.0130921
0.999206	0.000794328	6.6137	5.00028	6.75103e-06	-0.0716032	0.00670967	0.0152812
0.999	0.001	6.4589	5.00034	6.75138e-06	-0.0715278	0.00783312	0.0178362
0.998741	0.00125893	6.304	5.00009	6.74997e-06	-0.0714332	0.00914503	0.020818
0.998415	0.00158489	6.1491	5.00008	6.74999e-06	-0.0713145	0.0106772	0.0242979
0.998005	0.00199526	5.9942	5.00038	6.75184e-06	-0.0711657	0.0124668	0.0283589
0.997488	0.00251189	5.8391	5.00007	6.75017e-06	-0.0709794	0.0145575	0.0330976
0.996838	0.00316228	5.684	5.00025	6.75143e-06	-0.0707462	0.0170005	0.0386267
0.996019	0.00398107	5.5287	5.00004	6.75057e-06	-0.0704547	0.0198559	0.0450774
0.994988	0.00501187	5.3733	5.00012	6.7515e-06	-0.070091	0.0231946	0.0526024
0.99369	0.00630957	5.2177	5.00019	6.75258e-06	-0.0696378	0.0270999	0.0613792
0.992057	0.00794328	5.0618	5.00001	6.75253e-06	-0.0690743	0.0316708	0.0716138
