T/Tc	1-T/Tc	l	K	y	F	Kr	Kr/K0
0.99996	3.98107e-05	8.5573	5.00047	6.75204e-06	-0.0941338	0.000960777	0.00137035
0.99995	5.01187e-05	8.4026	5.00033	6.75122e-06	-0.0941293	0.00112149	0.00159956
0.999937	6.30957e-05	8.2479	5.0002	6.75048e-06	-0.0941238	0.00130909	0.0018671
0.999921	7.94328e-05	8.0932	5.00009	6.74983e-06	-0.0941167	0.00152808	0.0021794
0.9999	0.0001	7.9386	5.0005	6.75221e-06	-0.0941079	0.0017837	0.00254393
0.999874	0.000125893	7.7839	5.00043	6.75183e-06	-0.0940968	0.00208211	0.00296943
0.999842	0.000158489	7.6292	5.0004	6.75165e-06	-0.0940828	0.00243044	0.00346611
0.9998	0.000199526	7.4745	5.00041	6.7517e-06	-0.0940653	0.00283708	0.00404585
0.999749	0.000251189	7.3198	5.00046	6.75205e-06	-0.0940431	0.00331178	0.00472257
0.999684	0.000316228	7.165	5.00009	6.74988e-06	-0.0940153	0.00386596	0.00551247
0.999602	0.000398107	7.0103	5.00029	6.75111e-06	-0.0939804	0.00451295	0.00643448
0.999499	0.000501187	6.8555	5.0001	6.75003e-06	-0.0939364	0.00526833	0.00751071
0.999369	0.000630957	6.7007	5.00004	6.74973e-06	-0.0938811	0.0061503	0.00876694
0.999206	0.000794328	6.5459	5.00014	6.75041e-06	-0.0938117	0.00718016	0.0102333
0.999	0.001	6.3911	5.00045	6.75233e-06	-0.0937245	0.00838281	0.0119449
0.998741	0.00125893	6.2361	5.00002	6.75001e-06	-0.0936151	0.00978742	0.0139427
0.998415	0.00158489	6.0812	5.00042	6.75259e-06	-0.0934778	0.0114281	0.0162747
0.998005	0.00199526	5.9261	5.00024	6.75192e-06	-0.0933057	0.013345	0.0189966
0.997488	0.00251189	5.7709	5.00008	6.75158e-06	-0.0930902	0.015585	0.0221738
0.996838	0.00316228	5.6156	5.00009	6.75247e-06	-0.0928205	0.0182035	0.0258824
0.996019	0.00398107	5.4602	5.00045	6.75577e-06	-0.0924833	0.0212654	0.0302112
0.994988	0.00501187	5.3045	5.00038	6.75715e-06	-0.0920626	0.0248478	0.035264
0.99369	0.00630957	5.1485	5.00016	6.75857e-06	-0.0915382	0.0290415	0.0411619
0.992057	0.00794328	4.9922	5.00018	6.76257e-06	-0.090886	0.0339547	0.0480466
