T/Tc	1-T/Tc	l	K	y	F	Kr	Kr/K0
0.999842	0.000158489	7.6154	5.00045	6.75194e-06	-0.105257	0.00246424	0.0026361
0.9998	0.000199526	7.4607	5.00047	6.75209e-06	-0.105239	0.00287654	0.00307703
0.999749	0.000251189	7.3059	5.00005	6.74967e-06	-0.105216	0.00335786	0.00359172
0.999684	0.000316228	7.1512	5.0002	6.75057e-06	-0.105187	0.00391977	0.00419249
0.999602	0.000398107	6.9965	5.00044	6.75199e-06	-0.10515	0.0045758	0.00489376
0.999499	0.000501187	6.8417	5.00029	6.75118e-06	-0.105105	0.00534174	0.00571234
0.999369	0.000630957	6.6869	5.00029	6.75121e-06	-0.105047	0.00623607	0.00666785
0.999206	0.000794328	6.5321	5.00046	6.7523e-06	-0.104975	0.00728039	0.0077832
0.999	0.001	6.3772	5.00035	6.75185e-06	-0.104885	0.00849998	0.00908515
0.998741	0.00125893	6.2222	5.00003	6.75022e-06	-0.104771	0.00992444	0.0106049
0.998415	0.00158489	6.0672	5.00007	6.75078e-06	-0.104629	0.0115884	0.012379
0.998005	0.00199526	5.9121	5.00007	6.75123e-06	-0.10445	0.0135327	0.0144499
0.997488	0.00251189	5.7569	5.00014	6.75234e-06	-0.104226	0.0158049	0.0168674
0.996838	0.00316228	5.6016	5.00043	6.75511e-06	-0.103946	0.0184613	0.0196896
0.996019	0.00398107	5.446	5.00015	6.75501e-06	-0.103595	0.0215683	0.0229843
0.994988	0.00501187	5.2902	5.00004	6.75664e-06	-0.103158	0.0252039	0.0268309
0.99369	0.00630957	5.1342	5.00041	6.76218e-06	-0.102613	0.0294612	0.0313221
0.992057	0.00794328	4.9777	5.00018	6.76576e-06	-0.101935	0.0344507	0.0365665
