# Filename: 3Dvlt_macro_cp_table_long_AlphaFromRho.dat
# Source: 3Dvlt_macro_cp_table.c
# Source version: 1 (2011 Oct 29 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=41.3417022403997549418, THETA=0.6, R=8.31447
# Parameter values: N=3, Kthresh=5, DK0=5e-07, dl=0.0001
# T (K)	P (bar)	Rho or Alpha etc (kg/m^3 or K^-1 etc)
1.90	7.599	0.02407308877200875
1.95	7.599	0.02714771028819153
2.00	7.599	0.03046512125305881
2.05	7.599	0.03403221871705323
2.10	7.599	0.0378553995783813
0.10	10.133	-0.002118834216317057
0.15	10.133	-0.001448143241588362
0.20	10.133	-0.0009035477425585989
0.25	10.133	-0.0004729801695339777
0.30	10.133	-0.0001443421473014905
0.35	10.133	9.448573762551502e-05
0.40	10.133	0.0002556363046007958
0.45	10.133	0.0003512500497996601
0.50	10.133	0.0003934710659499453
0.55	10.133	0.0003944443543353736
0.60	10.133	0.0003663142715061474
0.65	10.133	0.0003212238526510337
0.70	10.133	0.0002713147534581418
0.75	10.133	0.0002287275523419411
0.80	10.133	0.0002056021550185934
0.85	10.133	0.0002140780434972766
0.90	10.133	0.0002662941116021862
0.95	10.133	0.0003743878291791091
1.00	10.133	0.0005504934772542169
1.05	10.133	0.0008067391967368902
1.10	10.133	0.001155242593976599
1.15	10.133	0.001608104647835904
1.20	10.133	0.002177401665212644
1.25	10.133	0.002875175035472988
1.30	10.133	0.003713418539426508
1.35	10.133	0.004704062975714313
1.40	10.133	0.005858957877258425
1.45	10.133	0.007189850103239684
1.50	10.133	0.00870835910845847
1.55	10.133	0.01042594871243247
1.60	10.133	0.01235389521574319
1.65	10.133	0.01450325174149086
1.70	10.133	0.01688480871575337
1.75	10.133	0.01950905044311162
1.80	10.133	0.02238610778196315
1.85	10.133	0.02552570697974686
1.90	10.133	0.02893711479045305
1.95	10.133	0.03262908006582642
2.00	10.133	0.03660977208720701
2.05	10.133	0.04088671598647095
2.10	10.133	0.04546672569123218
0.10	12.666	-0.002385251475155242
0.15	12.666	-0.00161341642506779
0.20	12.666	-0.0009881873569180292
0.25	12.666	-0.0004955099870011644
0.30	12.666	-0.0001212891062941524
0.35	12.666	0.0001485982665820218
0.40	12.666	0.0003282926495104223
0.45	12.666	0.0004319444375825436
0.50	12.666	0.0004737084750083742
0.55	12.666	0.0004677405099406394
0.60	12.666	0.0004281951823186026
0.65	12.666	0.0003692251941338035
0.70	12.666	0.000304981311359248
0.75	12.666	0.0002496128468883028
0.80	12.666	0.0002172682740066382
0.85	12.666	0.0002220956200564507
0.90	12.666	0.0002782422900174115
0.95	12.666	0.000399853969774065
1.00	12.666	0.0006010722589978502
1.05	12.666	0.0008960306840590004
1.10	12.666	0.001298848742493963
1.15	12.666	0.001823623632667401
1.20	12.666	0.002484419325837776
1.25	12.666	0.00329525264340049
1.30	12.666	0.00427007601024656
1.35	12.666	0.005422756566618525
1.40	12.666	0.006767051336301979
1.45	12.666	0.008316578169249194
1.50	12.666	0.01008478220261024
1.55	12.666	0.01208489761648064
1.60	12.666	0.01432990450029065
1.65	12.666	0.01683248069344731
1.70	12.666	0.01960494852030993
1.75	12.666	0.02265921640543471
1.80	12.666	0.02600671543070349
1.85	12.666	0.02965833098168833
1.90	12.666	0.03362432972635809
1.95	12.666	0.03791428227465004
2.00	12.666	0.04253698198177442
2.05	12.666	0.04750036048021697
2.10	12.666	0.05281140065361285
0.10	15.199	-0.002713770536336391
0.15	15.199	-0.00182955315107736
0.20	15.199	-0.001113697084512699
0.25	15.199	-0.0005500968216910695
0.30	15.199	-0.0001225931219168128
0.35	15.199	0.000185009666106133
0.40	15.199	0.0003889301305807214
0.45	15.199	0.0005053997181340474
0.50	15.199	0.0005506555970750222
0.55	15.199	0.0005409360044955011
0.60	15.199	0.0004924776169126773
0.65	15.199	0.0004215144831050898
0.70	15.199	0.0003442780575662975
0.75	15.199	0.0002769978731711065
0.80	15.199	0.0002359023919243
0.85	15.199	0.0002372195728697638
0.90	15.199	0.000297176696330853
0.95	15.199	0.000431998983707312
1.00	15.199	0.0006579065522677366
1.05	15.199	0.0009911092450737636
1.10	15.199	0.001447798877796008
1.15	15.199	0.002044138447302107
1.20	15.199	0.002796247852198602
1.25	15.199	0.003720185683797199
1.30	15.199	0.004831926658162882
1.35	15.199	0.006147334277003438
1.40	15.199	0.00768212832827448
1.45	15.199	0.00945184686767204
1.50	15.199	0.01147180236087509
1.55	15.199	0.01375703171470267
1.60	15.199	0.01632223998445197
1.65	15.199	0.01918173761569469
1.70	15.199	0.02234937116269029
1.75	15.199	0.02583844752309144
1.80	15.199	0.02966165184023522
1.85	15.199	0.03383095935014869
1.90	15.199	0.03835754159008874
1.95	15.199	0.04325166753809875
2.00	15.199	0.04852260041717086
2.05	15.199	0.05417849107091167
2.10	15.199	0.06022626899713387
0.10	17.732	-0.003115461931136504
0.15	17.732	-0.002101476686535253
0.20	17.732	-0.001280248296288994
0.25	17.732	-0.0006334075378721903
0.30	17.732	-0.000142514594129365
0.35	17.732	0.0002109182411072268
0.40	17.732	0.0004454088789463256
0.45	17.732	0.0005794921940402153
0.50	17.732	0.0006317106361132618
0.55	17.732	0.0006206080979981886
0.60	17.732	0.0005647264401294985
0.65	17.732	0.0004826040698572556
0.70	17.732	0.0003927759735920588
0.75	17.732	0.0003137746000456247
0.80	17.732	0.000264130993245883
0.85	17.732	0.0002623755743206067
0.90	17.732	0.0003270379711827582
0.95	17.732	0.0004766452953225424
1.00	17.732	0.0007297182652040745
1.05	17.732	0.001104764576756897
1.10	17.732	0.00162026892379804
1.15	17.732	0.002294679075761702
1.20	17.732	0.003146387427864658
1.25	17.732	0.004193707450988459
1.30	17.732	0.0054548444864618
1.35	17.732	0.006947860356077215
1.40	17.732	0.008690631291689812
1.45	17.732	0.01070079873333464
1.50	17.732	0.01299571260171695
1.55	17.732	0.01559236672192665
1.60	17.732	0.0185073261619757
1.65	17.732	0.02175664635377932
1.70	17.732	0.0253557839867473
1.75	17.732	0.02931949980613125
1.80	17.732	0.03366175361007827
1.85	17.732	0.03839559192076811
1.90	17.732	0.04353302900507281
1.95	17.732	0.04908492213701528
2.00	17.732	0.05506084222501716
2.05	17.732	0.06146894116751384
2.10	17.732	0.06831581754576056
0.10	20.265	-0.003573205863677308
0.15	20.265	-0.002408928979648724
0.20	20.265	-0.001466037738654251
0.25	20.265	-0.0007234854098906007
0.30	20.265	-0.0001601321878698598
0.35	20.265	0.0002452248697833411
0.40	20.265	0.0005138285175606256
0.45	20.265	0.0006669438527663104
0.50	20.265	0.0007258459276557896
0.55	20.265	0.0007118116588881711
0.60	20.265	0.0006461152446653857
0.65	20.265	0.0005500262975302928
0.70	20.265	0.0004448099002685647
0.75	20.265	0.0003517277927483703
0.80	20.265	0.0002920398981648744
0.85	20.265	0.0002870053976345495
0.90	20.265	0.0003578825622895245
0.95	20.265	0.0005259265521125415
1.00	20.265	0.0008123843911644034
1.05	20.265	0.001238486330300989
1.10	20.265	0.0018254328119454
1.15	20.265	0.002594376258235379
1.20	20.265	0.003566396915437273
1.25	20.265	0.004762472005693458
1.30	20.265	0.006203437463977882
1.35	20.265	0.007909941575813484
1.40	20.265	0.009902389882265619
1.45	20.265	0.01220088078549864
1.50	20.265	0.01482513137333984
1.55	20.265	0.01779439308735932
1.60	20.265	0.02112735698830942
1.65	20.265	0.02484204852742369
1.70	20.265	0.02895571191364749
1.75	20.265	0.03348468437629171
1.80	20.265	0.03844426085995493
1.85	20.265	0.04384854995286902
1.90	20.265	0.04971032213881815
1.95	20.265	0.05604085177272666
2.00	20.265	0.06284975450550544
2.05	20.265	0.0701448222175957
2.10	20.265	0.07793185785384303
0.10	22.798	-0.004043574329905249
0.15	22.798	-0.002708078113921343
0.20	22.798	-0.001628630873278081
0.25	22.798	-0.0007808401977751206
0.30	22.798	-0.0001401908561735582
0.35	22.798	0.0003179153334204032
0.40	22.798	0.0006181284955378058
0.45	22.798	0.0007851275369965844
0.50	22.798	0.0008436037943805672
0.55	22.798	0.0008182504341849205
0.60	22.798	0.000733756542215383
0.65	22.798	0.0006148048353229517
0.70	22.798	0.0004860719278866034
0.75	22.798	0.0003722300861486082
0.80	22.798	0.0002979494045183086
0.85	22.798	0.0002878993386864581
0.90	22.798	0.0003667485306588563
0.95	22.798	0.0005591618608908163
1.00	22.798	0.0008897936632736914
1.05	22.798	0.001383276040923704
1.10	22.798	0.002064201226108563
1.15	22.798	0.002957096938205879
1.20	22.798	0.004086393711724458
1.25	22.798	0.005476383194929514
1.30	22.798	0.007151166461665287
1.35	22.798	0.009134591438038483
1.40	22.798	0.0114501786254331
1.45	22.798	0.01412103440573699
1.50	22.798	0.0171697513475433
1.55	22.798	0.02061829509716718
1.60	22.798	0.02448787763893348
1.65	22.798	0.02879881694810157
1.70	22.798	0.0335703833388253
1.75	22.798	0.0388206331293532
1.80	22.798	0.04456623060631266
1.85	22.798	0.05082225966657838
1.90	22.798	0.0576020269438264
1.95	22.798	0.06491685867980662
2.00	22.798	0.07277589406727189
2.05	22.798	0.08118587825910296
2.10	22.798	0.09015095869037675
0.10	25.331	-0.004458359425290212
0.15	25.331	-0.00293280184932466
0.20	25.331	-0.001706017337352984
0.25	25.331	-0.0007492909653379468
0.30	25.331	-3.374639640472788e-05
0.35	25.331	0.0004696004301762226
0.40	25.331	0.0007897997629926062
0.45	25.331	0.0009559372516134864
0.50	25.331	0.0009971124663995536
0.55	25.331	0.0009424252594675098
0.60	25.331	0.000820968489227026
0.65	25.331	0.0006618256261707076
0.70	25.331	0.0004940717571162332
0.75	25.331	0.0003467765065314497
0.80	25.331	0.0002490073952882363
0.85	25.331	0.000229832158265645
0.90	25.331	0.0003183185424509656
0.95	25.331	0.0005435301070665042
1.00	25.331	0.0009345165479882076
1.05	25.331	0.001520297072238829
1.10	25.331	0.002329835357251073
1.15	25.331	0.003392004647230862
1.20	25.331	0.00473554156929234
1.25	25.331	0.006388987299725772
1.30	25.331	0.008380614780990312
1.35	25.331	0.0107383407884819
1.40	25.331	0.01348962177881123
1.45	25.331	0.01666133262439157
1.50	25.331	0.02027962755860025
1.55	25.331	0.02436978292722703
1.60	25.331	0.0289560216700946
1.65	25.331	0.03406131984508375
1.70	25.331	0.03970719595690892
1.75	25.331	0.04591348436408012
1.80	25.331	0.05269809460574014
1.85	25.331	0.06007675910807748
1.90	25.331	0.06806277238627667
1.95	25.331	0.0766667255364176
2.00	25.331	0.08589624049162349
2.05	25.331	0.09575570917256512
2.10	25.331	0.106246043264364
